importer,exporter,wheat_prev,soy_prev,maize_prev,rice_prev,wheat_cur,soy_cur,maize_cur,rice_cur,prev_year,year,norm_prev,norm_cur,theta,scale,m_comp,m_scale,comp_sq,scale_sq,share_comp,share_scale,rank,metric
Egypt,United States of America,2083432.0,46295.0,905057.0,0.0,1269639.0,24658.0,1147893.0,0.0,1989,1990,2271994.784082481,1711797.1686896787,0.3252745479867485,1991895.97638608,647913.0633556052,280098.80769640126,419791337666.84454,78455342072.94557,0.08803099644194558,0.0008100897544369988,2,comp
Yugoslav SFR,United States of America,11660.0,127462.0,585.0,0.0,14700.0,127325.0,741272.0,0.0,1989,1990,127995.54394196699,752271.1769096301,1.3950608325292948,440133.3604257985,614012.8122195307,312137.81648383156,377011733569.73663,97430016479.29411,0.07906003673374629,0.001006012542155765,3,comp
Venezuela (Bolivarian Republic of),United States of America,645822.0,73930.0,0.0,19000.0,637294.0,51333.0,592417.0,0.0,1989,1990,650317.3845008297,871628.7175248415,0.7483772439234986,760973.0510128357,569494.9146170418,110655.6665120059,324324457774.67175,12244676531.216265,0.06801142050019249,0.00012643227015836337,4,comp
Egypt,France,241809.0,0.0,335078.0,0.0,910665.0,0.0,117874.0,0.0,1989,1990,413217.68907562515,918261.9572327931,0.8169659339838071,665739.8231542092,543886.7564133931,252522.13407858397,295812803801.8816,63767428199.60234,0.062032475523903834,0.000658429864511524,5,comp
"China, mainland",United States of America,8293176.0,0.0,54427.0,0.0,3919284.0,0.0,356176.0,0.0,1989,1990,8293354.596621623,3935434.9715923397,0.08406610465510704,6114394.784106981,514013.35182337806,2178959.812514642,264209725852.70383,4747865864553.843,0.05540525339502205,0.04902403572136803,6,comp
Spain,United States of America,51.0,1252191.0,877688.0,92403.0,21775.0,1483417.0,1608023.0,51856.0,1989,1990,1531945.4438180884,2188475.990222191,0.21747401190710827,1860210.7170201396,404547.48762296827,328265.2732020513,163658669742.05566,107758089590.41737,0.03431951658133114,0.00111265494520103,7,comp
Italy,France,3389673.0,6001.0,692377.0,25.0,2710761.0,145.0,904648.0,68.0,1989,1990,3459668.3323237794,2857728.6835306813,0.1206254517598555,3158698.5079272306,381019.4344919037,300969.824396549,145175809460.5301,90582835197.28955,0.03044362762963669,0.0009353120486423035,8,comp
Mexico,United States of America,429402.0,1109295.0,3577084.0,17254.0,318663.0,876910.0,3995707.0,18047.0,1989,1990,3769714.7263686946,4103232.5524794473,0.09180580085412735,3936473.6394240707,361391.1150084881,166758.91305537638,130603538007.0783,27808535083.41058,0.027387796169179194,0.0002871367170386867,9,comp
Jordan,United States of America,153013.0,0.0,319091.0,178.0,584347.0,0.0,361467.0,0.0,1989,1990,353881.4436135356,687109.7499657533,0.5696890300465342,520495.59678964445,296520.6316785845,166614.15317610884,87924485011.06677,27760276038.591858,0.01843792220722718,0.00028663841881279643,10,comp
Republic of Korea,United States of America,1771569.0,821099.0,5283828.0,0.0,1669294.0,1015383.0,1766224.0,0.0,1990,1991,5633071.863836463,2633836.0452581327,0.4853084554943689,4133453.9545472977,2006000.1545384403,1499617.909289165,4024036620008.246,2248853873860.806,0.38042617005680457,0.24099484042259442,1,comp
Mexico,United States of America,318663.0,876910.0,3995707.0,18047.0,333639.0,1452131.0,1402478.0,48738.0,1990,1991,4103232.5524794473,2046782.6842657235,0.588739527679931,3075007.6183725856,1810378.5328528655,1028224.9341068619,3277470432214.4937,1057246515119.0605,0.30984696257541133,0.11329813740233816,2,comp
Netherlands (Kingdom of the),France,2172000.0,339.0,1250637.0,670.0,748724.0,87.0,947140.0,1013.0,1990,1991,2506327.486500916,1207337.0869454811,0.3794338678500737,1856832.2867231986,704545.0565002803,649495.1997777175,496383736638.98315,421844014534.2971,0.046927347248561305,0.04520624134256754,3,comp
Brazil,United States of America,0.0,0.0,205621.0,66955.0,706959.0,30864.0,108647.0,298259.0,1990,1991,216247.4685770911,775568.3179881705,1.3157668934381173,495907.89328263083,652499.1881759285,279660.4247055397,425755190570.2458,78209953146.48285,0.04025023423621619,0.008381244951961622,4,comp
Portugal,United States of America,198659.0,359271.0,868176.0,51.0,0.0,340692.0,79686.0,459.0,1990,1991,960349.2173678281,349887.2791928852,0.9640938294032549,655118.2482803566,631595.4606965614,305230.9690874715,398912825972.5016,93165944490.07698,0.037712598791147287,0.00998397992247499,5,comp
Belgium-Luxembourg,France,798161.0,139.0,947796.0,419.0,1461781.0,122.0,732013.0,713.0,1990,1991,1239103.8836267926,1634823.307695055,0.40663120406429926,1436963.5956609237,584314.2371001663,197859.71203413117,341423127677.94934,39148465646.22931,0.03227761203402555,0.004195282913160239,6,comp
Italy,France,2710761.0,145.0,904648.0,68.0,3046022.0,328.0,450821.0,9403.0,1990,1991,2857728.6835306813,3079217.1281866436,0.1751921956409438,2968472.9058586624,520053.2860780317,110744.22232798114,270455420360.55908,12264282779.029318,0.025568435244175233,0.0013142823131302675,7,comp
Egypt,United States of America,1269639.0,24658.0,1147893.0,0.0,1736254.0,0.0,855304.0,0.0,1990,1991,1711797.1686896787,1935490.347413802,0.27772342991420723,1823643.7580517405,506468.599427764,111846.5893620617,256510442206.3209,12509659551.925653,0.024250098675276967,0.0013405777238347622,8,comp
"China, mainland",United States of America,3919284.0,0.0,356176.0,0.0,4586557.0,0.0,64.0,10.0,1990,1991,3935434.9715923397,4586557.000457424,0.09061492230026416,4260995.986024882,386109.8201953821,325561.014432542,149080793251.3103,105989974118.34584,0.014093866572593487,0.011358246614393705,9,comp
Belgium-Luxembourg,United States of America,59743.0,498189.0,7916.0,0.0,19084.0,613106.0,419582.0,0.0,1990,1991,501820.85331919,743177.1128176647,0.5899435058011544,622498.9830684273,367239.23242904147,120678.12974923739,134864653835.07155,14563210999.773773,0.012749894839279042,0.0015606432911115344,10,comp
Mexico,United States of America,333639.0,1452131.0,1402478.0,48738.0,910619.0,2100035.0,1304772.0,76180.0,1991,1992,2046782.6842657235,2635831.4302644623,0.27858694199607975,2341307.0572650926,652257.5733573225,294524.3729993694,425439942001.9829,86744606290.67168,0.13511725195844343,0.006501008065667877,1,comp
Colombia,United States of America,478899.0,0.0,1987.0,0.0,328269.0,20151.0,473447.0,0.0,1991,1992,478903.12211343955,576470.8674087529,0.9608193211251904,527686.9947610962,507011.8600729484,48783.87264765668,257061026254.63098,2379866230.5027857,0.08164108731704635,0.00017835725149141626,2,comp
Jordan,United States of America,446775.0,0.0,165466.0,0.0,223606.0,0.0,574142.0,0.0,1991,1992,476431.41980876954,616148.2608918084,0.8447146498397992,546289.840350289,461459.03120253416,69858.42054151944,212944437478.38138,4880198920.555786,0.06762991522733275,0.00036574276950760223,3,comp
Belgium-Luxembourg,United States of America,19084.0,613106.0,419582.0,0.0,33221.0,803751.0,3544.0,0.0,1991,1992,743177.1128176647,804445.0663519542,0.5955936699807232,773811.0895848095,460876.9867175988,30633.976767144748,212407596885.89374,938440532.5699642,0.06745941777649317,7.033070679857432e-05,4,comp
Egypt,United States of America,1736254.0,0.0,855304.0,0.0,3552272.0,0.0,1084618.0,0.0,1991,1992,1935490.347413802,3714166.470139431,0.1613816006398556,2824828.4087766167,455875.33014130674,889338.0613628144,207822316631.4454,790922187388.569,0.06600315942772374,0.05927505742892172,5,comp
Brazil,United States of America,706959.0,30864.0,108647.0,298259.0,129780.0,157899.0,43570.0,9252.0,1991,1992,775568.3179881705,209186.24956005116,0.8740232378952469,492377.28377411084,430349.1878303152,283191.0342140597,185200423466.2119,80197161859.22873,0.058818577688170955,0.006010314858580255,6,comp
Japan,United States of America,3279593.0,3721164.0,14046776.0,0.0,3428700.0,3899937.0,13508355.0,0.0,1991,1992,14896801.93043866,14472081.64363351,0.02755684028601293,14684441.787036086,404656.8170146077,212360.14340257458,163747139556.3937,45096830505.96204,0.05200513945353191,0.0033797474147605165,7,comp
"China, mainland",Argentina,391046.0,0.0,0.0,0.0,0.0,28550.0,0.0,0.0,1991,1992,391046.0,28550.0,1.5707963267948966,209798.0,329549.9277689157,181248.0,108603154892.49757,32850837504.0,0.034491730546125025,0.002461980850565172,8,comp
France,United States of America,9488.0,96676.0,236724.0,592.0,13627.0,389644.0,84892.0,0.0,1991,1992,255880.58496103217,399017.28474967094,0.967897247324784,327448.9348553516,316936.9226859273,71568.34989431938,100449012961.62546,5122028706.595725,0.03190202247923783,0.0003838665175628568,9,comp
Ecuador,United States of America,364456.0,7020.0,157.0,0.0,4.0,0.0,5252.0,0.0,1991,1992,364523.6357014453,5252.001523229025,1.569604154454393,184887.81861233714,290200.6882019346,179635.81708910814,84216439432.87648,32269026781.271515,0.026746651507022646,0.0024183774916603463,10,comp
Mexico,United States of America,910619.0,2100035.0,1304772.0,76180.0,962229.0,2017143.0,209957.0,209217.0,1992,1993,2635831.4302644623,2254463.179080111,0.42969523103811885,2445147.304672287,1050668.1360033918,190684.12559217564,1103903532012.8418,36360435752.852615,0.23112368057796073,0.0031069538668055566,1,comp
Brazil,Argentina,2999840.0,203559.0,453329.0,67632.0,3092315.0,14532.0,1231658.0,45088.0,1992,1993,3041472.926354269,3328909.3701927364,0.23740458428247743,3185191.1482735025,756178.9804160978,143718.22191923368,571806650423.1293,20654927311.6261,0.1197188466131401,0.001764937766853075,2,comp
Republic of Korea,United States of America,1515822.0,1213625.0,1668866.0,0.0,1403084.0,972422.0,741302.0,0.0,1992,1993,2560413.1897537555,1861122.7558503496,0.3058359487852834,2210767.9728020523,676132.3205060333,349645.21695170295,457154914832.8733,122251777737.20343,0.09571427524814614,0.010446261869528295,3,comp
Jordan,United States of America,223606.0,0.0,574142.0,0.0,658775.0,0.0,349832.0,0.0,1992,1993,616148.2608918084,745900.0796681818,0.7112424850262122,681024.1702799951,484373.32323285803,64875.9093881867,234617516259.64276,4208883618.9442115,0.049121741450644595,0.00035964385365726417,4,comp
Poland,United States of America,150923.0,25378.0,56885.0,0.0,233540.0,22106.0,821351.0,0.0,1992,1993,163271.85317132896,854193.814094319,0.9375574371015956,508732.833632824,476966.2516702229,345460.980461495,227496805232.3424,119343289021.41743,0.04763088206553069,0.01019773513779454,5,comp
Japan,United States of America,3428700.0,3899937.0,13508355.0,0.0,3228070.0,4036235.0,14552719.0,0.0,1992,1993,14472081.64363351,15443226.968256537,0.03039062442103596,14957654.305945024,454572.4542316665,485572.662311513,206636116146.20056,235780810384.29062,0.04326329096616141,0.020147176054801468,6,comp
Netherlands (Kingdom of the),France,803887.0,826.0,1130000.0,789.0,1092331.0,47.0,807873.0,994.0,1992,1993,1386771.6515583955,1358619.4419096909,0.3156548418268953,1372695.5467340432,433297.9956808179,14076.104824352311,187747153061.0141,198136727.0261544,0.039308519064499683,1.693053610177956e-05,7,comp
Indonesia,"China, mainland",0.0,221215.0,45713.0,0.0,0.0,77246.0,481056.0,0.0,1992,1993,225888.81024521776,487218.45167440036,1.2078027345403777,356553.63095980906,430646.45048355806,130664.8207145913,185456365314.08762,17073295372.37629,0.03882889808301125,0.0014588917865803153,8,comp
Belgium-Luxembourg,France,1438409.0,461.0,859320.0,611.0,1159667.0,168.0,1125098.0,807.0,1992,1993,1675545.2543942225,1615757.9459702496,0.23175621966761195,1645651.6001822362,381389.99374819145,29893.65421198646,145458327331.2455,893630562.1458158,0.0304545306800596,7.635961651908259e-05,9,comp
Spain,France,777697.0,9180.0,345870.0,717.0,1144741.0,4488.0,1026532.0,5292.0,1992,1993,851189.4426025266,1537611.150945843,0.31264244495899923,1194400.2967741848,373420.2290432354,343210.85417165817,139442667458.7024,117793690421.23921,0.029195035252671895,0.010065323870901446,10,comp
Mexico,United States of America,962229.0,2017143.0,209957.0,209217.0,606057.0,2176127.0,2745896.0,185206.0,1993,1994,2254463.179080111,3560488.718228159,0.8007751211526724,2907475.9486541348,2328234.405031996,653012.769574024,5420675444774.691,426425677226.73737,0.5523964569851336,0.03363885147374743,1,comp
Japan,United States of America,3228070.0,4036235.0,14552719.0,0.0,3706402.0,3540131.0,11886382.0,0.0,1993,1994,15443226.968256537,12944343.178882774,0.08189190612893907,14193785.073569655,1162356.1148591028,1249441.8946868815,1351071737750.3477,1561105048198.7441,0.1376815949727203,0.1231487306130312,2,comp
Republic of Korea,United States of America,1403084.0,972422.0,741302.0,0.0,1535061.0,1016927.0,1489042.0,0.0,1993,1994,1861122.7558503496,2368079.152987501,0.27091926732942034,2114600.9544189256,572886.1412652683,253478.19856857578,328198530853.80896,64251197149.570335,0.033445224212073375,0.005068495152499092,3,comp
"China, Taiwan Province of",United States of America,847572.0,2435307.0,5245274.0,0.0,872307.0,1859592.0,5210996.0,0.0,1993,1994,5844826.585494988,5601203.55108873,0.09149704226248644,5723015.068291859,523638.9515723469,121811.5172031289,274197751603.78668,14838045723.328167,0.027942249640721135,0.0011705083509366426,4,comp
Romania,France,906569.0,0.0,77522.0,0.0,62.0,0.0,146.0,0.0,1993,1994,909877.4710063988,158.61904047118682,1.0839118853813574,455018.04502343497,493199.46706389077,454859.4259829638,243245714312.10587,206897097405.55133,0.024788067858287032,0.01632120461234366,5,comp
Netherlands (Kingdom of the),France,1092331.0,47.0,807873.0,994.0,1332928.0,8971.0,1653678.0,884.0,1993,1994,1358619.4419096909,2124012.5331939547,0.25561502711963235,1741315.9875518228,445106.53338190855,382696.54564213194,198119826059.26007,146456646046.42038,0.020189493189292956,0.011553322482218076,6,comp
Egypt,France,288198.0,0.0,124847.0,0.0,44042.0,0.0,444031.0,0.0,1993,1994,314077.7938871196,446209.8460646067,1.0631384411291211,380143.81997586315,404145.5081740084,66066.02608874353,163333591777.22748,4364719803.158541,0.01664458577599766,0.0003443136026372668,7,comp
United Kingdom of Great Britain and Northern Ireland,France,755925.0,0.0,1242941.0,205.0,371828.0,63.0,1344298.0,82.0,1993,1994,1454759.4224238591,1394773.5246558848,0.27655871991783504,1424766.473539872,394031.592104035,29992.94888398715,155260895576.04065,899576982.757466,0.015821933908110684,7.096368283678689e-05,8,comp
Portugal,United States of America,0.0,350951.0,1643.0,0.0,35020.0,415980.0,442432.0,0.0,1993,1994,350954.8458847662,608285.9816106237,0.8130948996939271,479620.4137476949,389976.9122073418,128665.56786292873,152081992054.7728,16554828353.489918,0.015497986263553094,0.0013059378032254964,9,comp
Poland,United States of America,233540.0,22106.0,821351.0,0.0,25198.0,42463.0,31976.0,0.0,1993,1994,854193.814094319,58826.10091617495,0.8520239472885563,456509.957505247,388957.41597015166,397683.85658907203,151287871438.17758,158152449791.55762,0.015417061032095287,0.012475953144629091,10,comp
"China, mainland",United States of America,2241868.0,34710.0,464.0,42.0,3841112.0,143915.0,4975370.0,20.0,1994,1995,2242136.733248889,6287221.927136738,0.9129875124665451,4264679.330192814,3893598.9731402285,2022542.5969439244,15160112963638.643,4090678556452.674,0.3869920957267798,0.11490718173215322,1,comp
Republic of Korea,United States of America,1535061.0,1016927.0,1489042.0,0.0,1511418.0,1414320.0,8836632.0,0.0,1994,1995,2368079.152987501,9075833.324634604,0.6647096340646219,5721956.238811052,3803439.437633875,3353877.0858235518,14466151555748.686,11248491506812.28,0.36927734780656485,0.3159701843956935,2,comp
Japan,United States of America,3706402.0,3540131.0,11886382.0,0.0,3279686.0,4064782.0,16221836.0,0.0,1994,1995,12944343.178882774,17041911.75241252,0.10572409374607673,14993127.465647647,1585134.8137250098,2048784.2867648732,2512652377683.0215,4197517053694.6504,0.06414045936231892,0.11790827567027479,3,comp
Japan,"China, mainland",0.0,207936.0,1799543.0,0.0,0.0,194974.0,26241.0,0.0,1994,1995,1811516.5991359283,196731.92612537497,1.3219738967766048,1004124.2626306517,1327426.0643177775,807392.3365052766,1762059956230.1843,651882385047.4498,0.04498009196193288,0.01831137955547239,4,comp
Malaysia,United States of America,116461.0,188709.0,7837.0,0.0,127676.0,264037.0,1158417.0,0.0,1994,1995,221891.12143346338,1194967.2147109308,1.2888433735582812,708429.1680721971,913054.2389052571,486538.0466387337,833668043182.8583,236719270827.0346,0.02128103820503088,0.0066494455374691225,5,comp
Egypt,United States of America,4660222.0,18733.0,1373816.0,0.0,4731655.0,25157.0,2142200.0,0.0,1994,1995,4858537.888750997,5194055.520850157,0.13845480997155127,5026296.704800578,695914.9551237983,167758.81604958,484297624764.95825,28143020362.35682,0.01236266202058098,0.000790537587014248,6,comp
Spain,France,1156089.0,13186.0,1008471.0,1102.0,1441265.0,13669.0,429660.0,3391.0,1994,1995,1534187.282818496,1504011.5878100807,0.4275666390907177,1519099.4353142884,649516.2400019374,15087.847504207632,421871346026.25433,227643142.31022444,0.010769106847512087,6.394497040657906e-06,7,comp
Indonesia,United States of America,800.0,258204.0,40528.0,0.0,603902.0,423680.0,662043.0,0.0,1994,1995,261366.53267011826,991213.0456430645,1.0149099407821374,626289.7891565914,635627.7328253735,364923.25648647314,404022614736.7244,133168983124.69226,0.010313482410915443,0.003740717422261749,8,comp
Spain,United States of America,21795.0,1248758.0,1110885.0,18990.0,100180.0,1674871.0,2324944.0,51941.0,1994,1995,1671615.2870544107,2867628.1784181856,0.22058240993957787,2269621.732736298,500638.6314582131,598006.4456818874,250639039308.3525,357611709077.0842,0.006398060972601475,0.010045314750934729,9,comp
Egypt,France,44042.0,0.0,444031.0,0.0,281823.0,0.0,52500.0,0.0,1994,1995,446209.8460646067,286671.33328779147,1.2877568963822252,366440.5896761991,471886.3964698946,79769.25638840761,222676771173.3426,6363134264.759508,0.005684268352929306,0.0001787404742896403,10,comp
"China, mainland",United States of America,3841112.0,143915.0,4975370.0,20.0,2165013.0,859678.0,340449.0,0.0,1995,1996,6287221.927136738,2354194.7828193824,0.816682494395916,4320708.35497806,3528646.876900757,1966513.5721586777,12451348781861.467,3867175629484.283,0.7363118418188961,0.27738041896610016,1,comp
Republic of Korea,United States of America,1511418.0,1414320.0,8836632.0,0.0,625583.0,1354237.0,8061017.0,0.0,1995,1996,9075833.324634604,8197884.301229617,0.09125068918344756,8636858.812932111,788119.3190601879,438974.51170249376,621132061075.8943,192698621924.44284,0.036730710858393106,0.013821669767483552,2,comp
Spain,United States of America,100180.0,1674871.0,2324944.0,51941.0,69628.0,1309453.0,1004132.0,20843.0,1995,1996,2867628.1784181856,1651735.669429585,0.2922139327129461,2259681.9239238854,660310.5416701549,607946.2544943002,436010011440.73334,369598648353.64844,0.025783498655429133,0.026510155667098852,3,comp
Brazil,Argentina,4271070.0,0.0,828632.0,36664.0,4098731.0,0.0,187470.0,40438.0,1995,1996,4350863.613723142,4103215.329848654,0.1459239317146377,4227039.471785898,616826.2192359635,123824.14193724399,380474584736.933,15332418126.494745,0.02249940525809035,0.0010997464224963838,4,comp
Indonesia,United States of America,603902.0,423680.0,662043.0,0.0,540938.0,732908.0,151477.0,0.0,1995,1996,991213.0456430645,923424.7873200069,0.6339207246821704,957318.9164815356,606864.3012879252,33894.129161528836,368284280177.6817,1148811991.6183994,0.021778530294292758,8.240069292919262e-05,5,comp
Spain,France,1441265.0,13669.0,429660.0,3391.0,1096008.0,17699.0,838061.0,4562.0,1995,1996,1504011.5878100807,1379823.8446374233,0.36308276917566723,1441917.7162237521,523535.47732997383,62093.87158632872,274089396023.12354,3855648888.579481,0.016208305746186293,0.00027655364187402536,6,comp
Philippines,United States of America,1775062.0,67520.0,157831.0,0.0,693147.0,133507.0,322621.0,0.0,1995,1996,1783343.6793857208,776119.3157620805,0.3702191456039721,1279731.4975739005,473781.1016343012,503612.18181182013,224468532265.81204,253625229669.26178,0.013273970661218224,0.018191744882146716,7,comp
Indonesia,Argentina,530195.0,38182.0,168745.0,0.0,43202.0,0.0,287646.0,0.0,1995,1996,557709.1340241793,290872.1955086117,1.114740466007946,424290.66476639546,472973.9733645129,133418.4692577838,223704379480.21497,17800487939.090206,0.013228782404519987,0.0012767733548745776,8,comp
Brazil,United States of America,278607.0,189863.0,97938.0,111393.0,954049.0,92192.0,9189.0,4.0,1995,1996,368334.18455391837,958537.0608390685,0.6351490533903559,663435.6226964934,421380.5077411191,295101.4381425751,177561532304.1633,87084858793.81607,0.010500120202039531,0.0062463246907288016,9,comp
Morocco,United States of America,341704.0,55977.0,537011.0,0.0,755840.0,78753.0,379864.0,17.0,1995,1996,638964.6799831741,849583.8977958563,0.5361813992349077,744274.2888895152,399066.0296313462,105309.60890634113,159253696005.72647,11090113728.006523,0.009417484344608705,0.000795459189596305,10,comp
"China, mainland",United States of America,2165013.0,859678.0,340449.0,0.0,187591.0,2366483.0,413.0,0.0,1996,1997,2354194.7828193824,2373906.5573730995,1.1188428407919915,2364050.670096241,2645001.167506689,9855.887276858557,6996031176111.749,97138514.01414238,0.5589495437382541,2.5395087185026913e-06,1,comp
Brazil,United States of America,954049.0,92192.0,9189.0,4.0,0.0,772746.0,4007.0,4.0,1996,1997,958537.0608390685,772756.3888969149,1.4744188764299848,865646.7248679916,1276325.8714651605,92890.3359710768,1629007730171.3015,8628614516.819525,0.13014995282388,0.0002255793391164275,2,comp
Brazil,Uruguay,1970443.0,0.0,5.0,112680.0,86921.0,608.0,2625.0,107808.0,1996,1997,1973662.179470945,138510.23570119287,0.8352998287336806,1056086.207586069,882148.6283246456,917575.971884876,778186202455.0537,841945664180.4749,0.06217336827927095,0.022011128916184213,3,comp
Türkiye,Argentina,23388.0,5869.0,134630.0,0.0,791257.0,0.0,202338.0,0.0,1996,1997,136772.36784160754,816718.0090416765,1.1488539964075661,476745.18844164204,547710.6150092586,339972.8206000345,299986917793.8203,115581518746.74324,0.023967524816190536,0.0030216673328192266,4,comp
Netherlands (Kingdom of the),France,1765433.0,20.0,1135893.0,590.0,1279618.0,324.0,1437676.0,869.0,1996,1997,2099287.2441469273,1924665.0012500877,0.2717733290945516,2011976.1226985075,546801.4489245214,87311.12144841976,298991824545.95605,7623231928.580705,0.02388802160889067,0.00019929545085464528,5,comp
Philippines,United States of America,693147.0,133507.0,322621.0,0.0,1894050.0,42453.0,105029.0,0.0,1996,1997,776119.3157620805,1897434.7816328234,0.4068841465900333,1336777.048697452,543913.3886404062,560657.7329353715,295841774342.28955,314337093500.2303,0.023636347612624894,0.008217768179739826,6,comp
Jordan,United States of America,0.0,0.0,438119.0,0.0,339348.0,0.0,81166.0,0.0,1996,1997,438119.0,348919.73956771207,1.336024753022241,393519.36978385603,525751.6188249442,44599.63021614397,276414764697.0495,1989127015.416782,0.022084222142617963,5.2002086393093486e-05,7,comp
Indonesia,United States of America,540938.0,732908.0,151477.0,0.0,66358.0,610762.0,171705.0,0.0,1996,1997,923424.7873200069,637899.8446723436,0.5256228098301059,780662.3159961752,410333.9200623876,142762.47132383165,168373925953.7659,20381123218.487854,0.013452274113732844,0.0005328271760333094,8,comp
Indonesia,"China, mainland",0.0,1897.0,2.0,0.0,10438.0,2530.0,494932.0,0.0,1996,1997,1897.0010542959642,495048.5202159481,1.5646316329024914,248472.76063512205,388768.3412043209,246575.75958082607,151140823122.75928,60799605212.861336,0.01207543134072235,0.001589494435719943,9,comp
"China, Taiwan Province of",United States of America,806663.0,2688378.0,5798712.0,0.0,898248.0,2274489.0,5621670.0,0.0,1996,1997,6442293.250496829,6130523.898454764,0.05369357131487158,6286408.574475797,337539.7271080364,155884.6760210325,113933067376.16768,24300032218.182266,0.009102709010796933,0.0006352798815615584,10,comp
Mexico,United States of America,1139817.0,3308897.0,2517262.0,406060.0,1698516.0,3213986.0,5211427.0,380272.0,1997,1998,4330066.379438311,6365394.000434302,0.3550280306025268,5347730.189936306,1898594.1175267634,1017663.8104979955,3604659623107.2295,1035639631197.3,0.4617502119553645,0.048876219081030396,1,comp
Spain,United States of America,171291.0,1605227.0,1167299.0,6250.0,327898.0,1710171.0,218259.0,6202.0,1997,1998,1992164.7386978318,1754957.9492198667,0.5071028975958151,1873561.343958849,950088.3863450419,118603.39473898255,902667941867.7256,14066765243.610912,0.11563008912432228,0.0006638702103484578,2,comp
Brazil,Argentina,3699415.0,0.0,400234.0,89054.0,5843283.0,0.0,1549250.0,126245.0,1997,1998,3722067.8677177555,6046492.336935027,0.15139371484198455,4884280.102326391,739449.3090199808,1162212.2346086355,546785280610.12714,1350737278273.998,0.07004218029278518,0.06374701116595002,3,comp
Iran (Islamic Republic of),Argentina,530636.0,0.0,1202378.0,0.0,720517.0,90000.0,510515.0,0.0,1997,1998,1314263.0708423636,887620.5904067345,0.5473088557360782,1100941.8306245492,602555.2135511052,213321.24021781457,363072785377.61804,45505951528.06655,0.046508950395384545,0.0021476185242208113,4,comp
"China, Taiwan Province of",United States of America,898248.0,2274489.0,5621670.0,0.0,963352.0,1226365.0,3714407.0,0.0,1997,1998,6130523.898454764,4028503.140221936,0.114240145447487,5079513.51933835,580284.3632516896,1051010.3791164139,336729942234.4188,1104622817010.428,0.04313448104829155,0.05213182769347016,5,comp
Belgium-Luxembourg,France,1476562.0,2486.0,997987.0,1405.0,1638584.0,11833.0,621710.0,1489.0,1997,1998,1782195.7092962603,1752604.6576926582,0.23177817682079638,1767400.1834944594,409644.7922430868,14795.525801801006,167808855811.88174,218907583.75175932,0.02149600318499159,1.0331175729129332e-05,6,comp
Spain,France,1134048.0,21427.0,1036898.0,6013.0,1145903.0,12191.0,1656332.0,716.0,1997,1998,1536788.0794715972,2014119.7861026041,0.22504956967918366,1775453.9327871008,399565.14355895127,238665.85331550345,159652303947.28534,56961389538.81741,0.020451164019551677,0.002688249146124808,7,comp
Portugal,United States of America,6408.0,274809.0,492262.0,0.0,16864.0,171297.0,1881.0,0.0,1997,1998,563811.072602339,172135.39690023084,1.052163183515387,367973.23475128494,387167.8901243668,195837.83785105406,149898975143.35376,38352458734.17574,0.019201780689814804,0.0018100149114809564,8,comp
Brazil,United States of America,0.0,772746.0,4007.0,4.0,0.0,510772.0,24325.0,317168.0,1997,1998,772756.3888969149,601726.9163274982,0.5566222931111469,687241.6526122065,382534.0245985006,85514.73628470837,146332279975.52625,7312770121.843219,0.018744893654165963,0.0003451205842240796,9,comp
Indonesia,Argentina,218191.0,0.0,429021.0,0.0,206791.0,0.0,28469.0,0.0,1997,1998,481317.2871630521,208741.4708245585,0.9634988291557568,345029.3789938053,332435.4026848693,136287.9081692468,110513296958.2512,18574393913.149048,0.014156548365132736,0.000876604292505562,10,comp
Republic of Korea,United States of America,1440464.0,1357786.0,4216571.0,15.0,340347.0,1294776.0,6519742.0,20.0,1998,1999,4658110.169946391,6655773.187057158,0.28654015342662426,5656941.678501775,1620940.9364833639,998831.5085553834,2627449519567.5645,997664382483.023,0.2894816804735132,0.09208620613749312,1,comp
Brazil,Argentina,5843283.0,0.0,1549250.0,126245.0,6569179.0,85.0,530818.0,316468.0,1998,1999,6046492.336935027,6598184.029368536,0.18047609674452195,6322338.183151782,1141030.9175940861,275845.8462167545,1301951554905.6023,76090930875.03738,0.14344371650238494,0.0070233289558893,2,comp
"China, Taiwan Province of",Argentina,0.0,266012.0,1046091.0,0.0,0.0,105003.0,8505.0,0.0,1998,1999,1079383.5112808608,105346.8795646079,1.2409614976260137,592365.1954227344,735102.4000533227,487018.31585812644,540375538564.1552,237186839981.28583,0.05953637465738144,0.02189276937526529,3,comp
Russian Federation,France,0.0,20.0,501.0,1.0,927522.0,65.0,453.0,0.0,1998,1999,501.40003988831114,927522.112899741,1.5703055230416019,464011.7564698147,728640.2239407847,463510.35642992635,530916575944.47687,214841850517.79736,0.05849422470386633,0.0198302868991908,4,comp
Egypt,United States of America,3621859.0,52673.0,1838800.0,0.0,4495122.0,32998.0,3138305.0,0.0,1998,1999,4062243.5304656466,5482350.676116314,0.13986997164103004,4772297.103290981,667501.0604998793,710053.5728253336,445557665768.4635,504176076282.0213,0.049089727842131434,0.04653635321183647,5,comp
"China, Taiwan Province of",United States of America,963352.0,1226365.0,3714407.0,0.0,910454.0,2212182.0,4800707.0,0.0,1998,1999,4028503.140221936,5363717.310512272,0.1312837519607132,4696110.225367104,616522.9700072638,667607.0851451678,380100572546.5775,445699220136.0273,0.04187793206692598,0.041138834844055935,6,comp
