importer,exporter,wheat_prev,soy_prev,maize_prev,rice_prev,wheat_cur,soy_cur,maize_cur,rice_cur,prev_year,year,norm_prev,norm_cur,theta,scale,m_comp,m_scale,comp_sq,scale_sq,share_comp,share_scale,rank,metric
Republic of Korea,Canada,1442883.0,0.0,0.0,0.0,77233.0,0.0,0.0,0.0,1987,1988,1442883.0,77233.0,0.0,760058.0,0.0,682825.0,0.0,466249980625.0,0.0,0.016825053910090156,9,scale
"China, Taiwan Province of",United States of America,789285.0,1933640.0,3085430.0,0.0,843050.0,2012585.0,4388793.0,0.0,1987,1988,3725830.477319788,4901299.3870578855,0.13374140346055707,4313564.932188837,576902.2279491777,587734.4548690487,332816180612.72504,345431789440.21783,0.017842976415635738,0.012465219777167205,10,scale
USSR,United States of America,8901000.0,827000.0,8604000.0,0.0,5385000.0,365000.0,17414000.0,0.0,1988,1989,12407277.944819324,18231260.1319821,0.5040941094714415,15319269.038400711,7722353.283666032,2911991.093581388,59634740237747.555,8479692129097.327,0.9062858422084953,0.2748705507774852,1,scale
"China, mainland",Canada,7532080.0,0.0,0.0,0.0,1761144.0,0.0,0.0,0.0,1988,1989,7532080.0,1761144.0,0.0,4646612.0,0.0,2885468.0,0.0,8325925579024.0,0.0,0.2698861839318096,2,scale
Mexico,United States of America,0.0,0.0,0.0,0.0,429402.0,1109295.0,3577084.0,17254.0,1988,1989,0.0,3769714.7263686946,0.0,1884857.3631843473,0.0,1884857.3631843473,0.0,3552687279550.2505,0.0,0.11516091556193037,3,scale
USSR,Canada,4927000.0,0.0,57867.0,0.0,2391000.0,0.0,0.0,0.0,1988,1989,4927339.808627876,2391000.0,0.011744335184722957,3659169.904313938,42974.517854113525,1268169.9043139382,1846809184.7935221,1608254906207.6233,2.806647619770365e-05,0.05213183511026127,4,scale
"China, mainland",United States of America,5768226.0,118974.0,107070.0,0.0,8293176.0,0.0,54427.0,0.0,1988,1989,5770446.25524335,8293354.596621623,0.02385509001111318,7031900.425932487,167746.61760980455,1261454.1706891367,28138927719.52999,1591266624749.0176,0.00042763516207950265,0.051581157301421175,5,scale
Pakistan,United States of America,0.0,0.0,0.0,0.0,2034393.0,0.0,0.0,21.0,1988,1989,0.0,2034393.0001083862,0.0,1017196.5000541931,0.0,1017196.5000541931,0.0,1034688719722.5,0.0,0.0335395971862542,6,scale
Republic of Korea,United States of America,1956604.0,1021807.0,4214622.0,0.0,1770928.0,882216.0,6188408.0,0.0,1988,1989,4757670.371195234,6496990.428367891,0.1731635848747105,5627330.399781562,974448.7053006132,869660.0285863285,949550279262.0413,756308565320.7737,0.01443058142165918,0.024515860805147,7,scale
India,United States of America,1748145.0,0.0,54738.0,252.0,19636.0,0.0,94797.0,0.0,1988,1989,1749001.7876414536,96809.31620975329,1.335245619906777,922905.5519256034,1232305.5957963085,826096.2357158501,1518577081430.8948,682434990663.8975,0.023078241033939646,0.022121237292323924,8,scale
Japan,United States of America,3294312.0,3657108.0,14829803.0,0.0,3078624.0,3263801.0,13250817.0,0.0,1988,1989,15625299.596993877,13989798.921659525,0.009456078812936794,14807549.2593267,140021.35282263713,817750.3376671756,19605979246.28143,668715614754.7797,0.00029795755532261505,0.021676521569742143,9,scale
"China, mainland",France,25000.0,0.0,0.0,0.0,1397456.0,0.0,0.0,0.0,1988,1989,25000.0,1397456.0,0.0,711228.0,0.0,686228.0,0.0,470908867984.0,0.0,0.015264584838476094,10,scale
USSR,United States of America,5385000.0,365000.0,17414000.0,0.0,0.0,0.0,0.0,0.0,1989,1990,18231260.1319821,0.0,0.0,9115630.06599105,0.0,9115630.06599105,0.0,83094711499999.98,0.0,0.8579935114101144,1,scale
"China, mainland",United States of America,8293176.0,0.0,54427.0,0.0,3919284.0,0.0,356176.0,0.0,1989,1990,8293354.596621623,3935434.9715923397,0.08406610465510704,6114394.784106981,514013.35182337806,2178959.812514642,264209725852.70383,4747865864553.843,0.05540525339502205,0.04902403572136803,2,scale
USSR,Canada,2391000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1989,1990,2391000.0,0.0,0.0,1195500.0,0.0,1195500.0,0.0,1429220250000.0,0.0,0.014757397657923655,3,scale
"China, mainland",Canada,1761144.0,0.0,0.0,0.0,4136062.0,53.0,2.0,0.0,1989,1990,1761144.0,4136062.0003400575,1.2823243593907707e-05,2948603.000170029,37.810654532907364,1187459.0001700288,1429.6455962068683,1410058877084.8044,2.9979924572147736e-10,0.014559547116846231,4,scale
USSR,France,2128000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1989,1990,2128000.0,0.0,0.0,1064000.0,0.0,1064000.0,0.0,1132096000000.0,0.0,0.011689444547783827,5,scale
Brazil,Argentina,0.0,0.0,0.0,0.0,1813432.0,0.0,413477.0,0.0,1989,1990,0.0,1859972.8084445214,0.0,929986.4042222607,0.0,929986.4042222607,0.0,864874712038.2501,0.0,0.008930254136708927,6,scale
USSR,"China, mainland",0.0,499933.0,1163000.0,0.0,0.0,0.0,0.0,0.0,1989,1990,1265899.6818425227,0.0,0.0,632949.8409212613,0.0,632949.8409212613,0.0,400625501122.25006,0.0,0.004136654117492376,7,scale
Egypt,Australia,658692.0,0.0,0.0,0.0,1805459.0,0.0,0.0,0.0,1989,1990,658692.0,1805459.0,0.0,1232075.5,0.0,573383.5,0.0,328768638072.25,0.0,0.0033946968841829465,8,scale
