m49,country,year,month,value
8,Albania,2017,Jan,164.1
8,Albania,2017,Feb,179.1
8,Albania,2017,Mar,233.3
8,Albania,2017,Apr,340.3
8,Albania,2017,May,344.0
8,Albania,2017,Jun,421.7
8,Albania,2017,Jul,833.1
8,Albania,2017,Aug,1123.0
8,Albania,2017,Sep,443.8
8,Albania,2017,Oct,368.7
8,Albania,2017,Nov,245.5
8,Albania,2017,Dec,239.3
8,Albania,2018,Jan,222.3
8,Albania,2018,Feb,182.1
8,Albania,2018,Mar,242.2
8,Albania,2018,Apr,335.0
8,Albania,2018,May,377.7
8,Albania,2018,Jun,481.6
8,Albania,2018,Jul,993.8
8,Albania,2018,Aug,1425.0
8,Albania,2018,Sep,648.2
8,Albania,2018,Oct,323.9
8,Albania,2018,Nov,236.6
8,Albania,2018,Dec,260.0
8,Albania,2019,Jan,199.7
8,Albania,2019,Feb,193.6
8,Albania,2019,Mar,270.4
8,Albania,2019,Apr,390.2
8,Albania,2019,May,385.9
8,Albania,2019,Jun,610.5
8,Albania,2019,Jul,1138.0
8,Albania,2019,Aug,1532.0
8,Albania,2019,Sep,575.7
8,Albania,2019,Oct,371.6
8,Albania,2019,Nov,258.5
8,Albania,2019,Dec,271.7
8,Albania,2020,Jan,238.8
8,Albania,2020,Feb,219.9
8,Albania,2020,Mar,90.4
8,Albania,2020,Apr,11.6
8,Albania,2020,May,15.6
8,Albania,2020,Jun,175.9
8,Albania,2020,Jul,378.8
8,Albania,2020,Aug,566.9
8,Albania,2020,Sep,368.6
8,Albania,2020,Oct,198.4
8,Albania,2020,Nov,144.1
8,Albania,2020,Dec,165.7
8,Albania,2021,Jan,175.5
8,Albania,2021,Feb,152.1
8,Albania,2021,Mar,163.3
8,Albania,2021,Apr,227.8
8,Albania,2021,May,319.7
8,Albania,2021,Jun,586.1
8,Albania,2021,Jul,1127.0
8,Albania,2021,Aug,1513.0
8,Albania,2021,Sep,479.3
8,Albania,2021,Oct,284.1
8,Albania,2021,Nov,233.5
8,Albania,2021,Dec,253.1
8,Albania,2022,Jan,186.3
8,Albania,2022,Feb,193.5
8,Albania,2022,Mar,265.3
8,Albania,2022,Apr,379.7
8,Albania,2022,May,578.7
8,Albania,2022,Jun,858.3
8,Albania,2022,Jul,1372.0
8,Albania,2022,Aug,1565.0
8,Albania,2022,Sep,733.0
8,Albania,2022,Oct,341.9
8,Albania,2022,Nov,343.6
8,Albania,2022,Dec,359.9
8,Albania,2023,Jan,360.5
8,Albania,2023,Feb,294.8
8,Albania,2023,Mar,366.4
8,Albania,2023,Apr,582.9
8,Albania,2023,May,653.7
8,Albania,2023,Jun,971.9
8,Albania,2023,Jul,1686.0
8,Albania,2023,Aug,1918.0
8,Albania,2023,Sep,1057.0
8,Albania,2023,Oct,658.9
8,Albania,2023,Nov,529.2
8,Albania,2023,Dec,590.5
8,Albania,2024,Jan,469.5
8,Albania,2024,Feb,462.3
8,Albania,2024,Mar,537.9
8,Albania,2024,Apr,764.1
8,Albania,2024,May,948.0
8,Albania,2024,Jun,1216.0
8,Albania,2024,Jul,1754.0
8,Albania,2024,Aug,2122.0
8,Albania,2024,Sep,1073.0
8,Albania,2024,Oct,730.1
8,Albania,2024,Nov,586.3
8,Albania,2024,Dec,629.2
8,Albania,2025,Jan,539.0
8,Albania,2025,Feb,499.4
8,Albania,2025,Mar,527.7
8,Albania,2025,Apr,776.3
8,Albania,2025,May,940.7
8,Albania,2025,Jun,1264.0
8,Albania,2025,Jul,1700.0
8,Albania,2025,Aug,2260.0
8,Albania,2025,Sep,1199.0
12,Algeria,2020,Jan,244.5
12,Algeria,2020,Feb,205.1
12,Algeria,2020,Mar,132.2
12,Algeria,2020,Apr,0.2
12,Algeria,2020,May,0.3
12,Algeria,2020,Jun,0.4
12,Algeria,2020,Jul,1.5
12,Algeria,2020,Aug,0.6
12,Algeria,2020,Sep,0.9
12,Algeria,2020,Oct,1.1
12,Algeria,2020,Nov,3.3
12,Algeria,2020,Dec,1.2
12,Algeria,2021,Jan,8.3
12,Algeria,2021,Feb,5.1
12,Algeria,2021,Mar,1.7
12,Algeria,2021,Apr,5.5
12,Algeria,2021,May,3.9
12,Algeria,2021,Jun,4.4
12,Algeria,2021,Jul,5.0
12,Algeria,2021,Aug,6.7
12,Algeria,2021,Sep,13.0
12,Algeria,2021,Oct,18.3
12,Algeria,2021,Nov,26.2
12,Algeria,2021,Dec,27.0
12,Algeria,2022,Jan,29.7
12,Algeria,2022,Feb,43.9
12,Algeria,2022,Mar,46.8
12,Algeria,2022,Apr,35.9
12,Algeria,2022,May,51.6
12,Algeria,2022,Jun,67.8
12,Algeria,2022,Jul,166.5
12,Algeria,2022,Aug,168.9
12,Algeria,2022,Sep,186.0
12,Algeria,2022,Oct,213.6
12,Algeria,2022,Nov,249.2
12,Algeria,2022,Dec,138.3
12,Algeria,2023,Jan,330.0
12,Algeria,2023,Feb,265.0
12,Algeria,2023,Mar,262.0
12,Algeria,2023,Apr,230.0
12,Algeria,2023,May,237.0
12,Algeria,2023,Jun,282.0
12,Algeria,2023,Jul,341.0
12,Algeria,2023,Aug,330.0
12,Algeria,2023,Sep,289.0
12,Algeria,2023,Oct,291.0
12,Algeria,2023,Nov,262.0
12,Algeria,2023,Dec,173.0
12,Algeria,2024,Jan,338.0
12,Algeria,2024,Feb,306.0
12,Algeria,2024,Mar,307.0
12,Algeria,2024,Apr,255.0
12,Algeria,2024,May,268.0
12,Algeria,2024,Jun,307.0
12,Algeria,2024,Jul,362.0
12,Algeria,2024,Aug,335.0
12,Algeria,2024,Sep,286.0
12,Algeria,2024,Oct,332.0
12,Algeria,2024,Nov,270.0
12,Algeria,2024,Dec,182.0
12,Algeria,2025,Jan,365.0
12,Algeria,2025,Feb,339.0
12,Algeria,2025,Mar,267.0
12,Algeria,2025,Apr,281.0
12,Algeria,2025,May,293.0
12,Algeria,2025,Jun,300.0
16,American Samoa,2015,Feb,1.4
16,American Samoa,2015,Mar,1.8
16,American Samoa,2015,Apr,2.5
16,American Samoa,2015,May,1.6
16,American Samoa,2015,Jun,2.0
16,American Samoa,2015,Jul,1.6
20,Andorra,2015,Feb,287.9
20,Andorra,2015,Mar,273.4
20,Andorra,2015,Apr,185.7
20,Andorra,2015,May,149.0
20,Andorra,2015,Jun,146.2
20,Andorra,2015,Jul,217.0
20,Andorra,2015,Aug,352.1
20,Andorra,2015,Sep,187.8
20,Andorra,2015,Oct,173.6
20,Andorra,2015,Nov,145.8
20,Andorra,2015,Dec,252.2
20,Andorra,2016,Jan,333.0
20,Andorra,2016,Feb,317.7
20,Andorra,2016,Mar,313.7
20,Andorra,2016,Apr,139.5
20,Andorra,2016,May,150.0
20,Andorra,2016,Jun,141.4
20,Andorra,2016,Jul,250.3
20,Andorra,2016,Aug,328.8
20,Andorra,2016,Sep,188.5
20,Andorra,2016,Oct,204.9
20,Andorra,2016,Nov,142.5
20,Andorra,2016,Dec,308.6
20,Andorra,2017,Jan,372.7
20,Andorra,2017,Feb,329.7
20,Andorra,2017,Mar,282.6
20,Andorra,2017,Apr,192.0
20,Andorra,2017,May,134.3
20,Andorra,2017,Jun,152.0
20,Andorra,2017,Jul,284.0
20,Andorra,2017,Aug,361.8
20,Andorra,2017,Sep,222.2
20,Andorra,2017,Oct,203.2
20,Andorra,2017,Nov,147.3
20,Andorra,2017,Dec,321.1
20,Andorra,2018,Jan,368.2
20,Andorra,2018,Feb,331.8
20,Andorra,2018,Mar,306.6
20,Andorra,2018,Apr,187.0
20,Andorra,2018,May,149.2
20,Andorra,2018,Jun,151.0
20,Andorra,2018,Jul,276.1
20,Andorra,2018,Aug,384.5
20,Andorra,2018,Sep,221.9
20,Andorra,2018,Oct,197.9
20,Andorra,2018,Nov,155.2
20,Andorra,2018,Dec,313.0
20,Andorra,2019,Jan,331.5
20,Andorra,2019,Feb,340.1
20,Andorra,2019,Mar,297.6
20,Andorra,2019,Apr,208.4
20,Andorra,2019,May,141.8
20,Andorra,2019,Jun,176.9
20,Andorra,2019,Jul,285.3
20,Andorra,2019,Aug,392.0
20,Andorra,2019,Sep,218.3
20,Andorra,2019,Oct,206.9
20,Andorra,2019,Nov,167.6
20,Andorra,2019,Dec,323.5
20,Andorra,2020,Jan,383.1
20,Andorra,2020,Feb,372.5
20,Andorra,2020,Mar,143.8
20,Andorra,2020,Apr,0.0
20,Andorra,2020,May,0.0
20,Andorra,2020,Jun,46.9
20,Andorra,2020,Jul,178.5
20,Andorra,2020,Aug,340.0
20,Andorra,2020,Sep,214.6
20,Andorra,2020,Oct,151.9
20,Andorra,2020,Nov,8.7
20,Andorra,2020,Dec,31.5
20,Andorra,2021,Jan,38.5
20,Andorra,2021,Feb,64.2
20,Andorra,2021,Mar,63.6
20,Andorra,2021,Apr,49.5
20,Andorra,2021,May,77.5
20,Andorra,2021,Jun,126.3
20,Andorra,2021,Jul,260.8
20,Andorra,2021,Aug,358.1
20,Andorra,2021,Sep,234.8
20,Andorra,2021,Oct,224.3
20,Andorra,2021,Nov,148.9
20,Andorra,2021,Dec,302.2
20,Andorra,2022,Jan,322.4
20,Andorra,2022,Feb,345.2
20,Andorra,2022,Mar,296.2
20,Andorra,2022,Apr,270.9
20,Andorra,2022,May,137.5
20,Andorra,2022,Jun,265.4
20,Andorra,2022,Jul,328.8
20,Andorra,2022,Aug,463.0
20,Andorra,2022,Sep,303.2
20,Andorra,2022,Oct,237.8
20,Andorra,2022,Nov,175.5
20,Andorra,2022,Dec,409.3
20,Andorra,2023,Jan,412.3
20,Andorra,2023,Feb,390.1
20,Andorra,2023,Mar,393.1
20,Andorra,2023,Apr,319.3
20,Andorra,2023,May,149.4
20,Andorra,2023,Jun,300.8
20,Andorra,2023,Jul,369.2
20,Andorra,2023,Aug,501.6
20,Andorra,2023,Sep,350.3
20,Andorra,2023,Oct,247.9
20,Andorra,2023,Nov,188.3
20,Andorra,2023,Dec,425.9
20,Andorra,2024,Jan,411.9
20,Andorra,2024,Feb,387.5
20,Andorra,2024,Mar,463.5
20,Andorra,2024,Apr,273.1
20,Andorra,2024,May,139.8
20,Andorra,2024,Jun,322.2
20,Andorra,2024,Jul,361.5
20,Andorra,2024,Aug,534.4
20,Andorra,2024,Sep,349.2
20,Andorra,2024,Oct,249.0
20,Andorra,2024,Nov,229.8
20,Andorra,2024,Dec,445.8
20,Andorra,2025,Jan,415.7
20,Andorra,2025,Feb,390.0
20,Andorra,2025,Mar,392.2
20,Andorra,2025,Apr,345.8
20,Andorra,2025,May,148.8
20,Andorra,2025,Jun,404.8
20,Andorra,2025,Jul,382.5
20,Andorra,2025,Aug,556.0
20,Andorra,2025,Sep,387.5
24,Angola,2021,Jan,6.5
24,Angola,2021,Feb,5.8
24,Angola,2021,Mar,4.1
24,Angola,2021,Apr,5.0
24,Angola,2021,May,4.0
24,Angola,2021,Jun,8.0
24,Angola,2021,Jul,7.1
24,Angola,2021,Aug,6.1
24,Angola,2021,Sep,7.0
24,Angola,2021,Oct,5.7
24,Angola,2021,Nov,0.5
24,Angola,2021,Dec,4.1
24,Angola,2022,Jan,17.8
24,Angola,2022,Feb,6.0
24,Angola,2022,Mar,12.8
24,Angola,2022,Apr,14.7
24,Angola,2022,May,11.7
24,Angola,2022,Jun,8.1
24,Angola,2022,Jul,9.4
24,Angola,2022,Aug,9.0
24,Angola,2022,Sep,11.3
24,Angola,2022,Oct,9.2
24,Angola,2022,Nov,10.0
24,Angola,2022,Dec,9.6
24,Angola,2023,Jan,13.8
24,Angola,2023,Feb,10.7
24,Angola,2023,Mar,9.1
24,Angola,2023,Apr,10.0
24,Angola,2023,May,10.1
24,Angola,2023,Jun,10.4
24,Angola,2023,Jul,11.7
24,Angola,2023,Aug,11.8
24,Angola,2023,Sep,12.7
24,Angola,2023,Oct,11.8
24,Angola,2023,Nov,12.3
24,Angola,2023,Dec,9.6
24,Angola,2024,Jan,10.8
24,Angola,2024,Feb,11.1
24,Angola,2024,Mar,12.0
24,Angola,2024,Apr,13.4
24,Angola,2024,May,13.9
24,Angola,2024,Jun,14.5
24,Angola,2024,Jul,16.5
24,Angola,2024,Aug,16.9
24,Angola,2024,Sep,15.0
24,Angola,2024,Oct,16.0
24,Angola,2024,Nov,16.8
24,Angola,2024,Dec,17.6
24,Angola,2025,Jan,10.8
24,Angola,2025,Feb,17.7
24,Angola,2025,Mar,17.0
24,Angola,2025,Apr,17.5
24,Angola,2025,May,22.8
24,Angola,2025,Jun,22.7
24,Angola,2025,Jul,12.2
24,Angola,2025,Aug,20.6
660,Anguilla,2015,Feb,7.4
660,Anguilla,2015,Mar,8.7
660,Anguilla,2015,Apr,7.7
660,Anguilla,2015,May,5.8
660,Anguilla,2015,Jun,5.1
660,Anguilla,2015,Jul,7.5
660,Anguilla,2015,Aug,5.7
660,Anguilla,2015,Sep,1.6
660,Anguilla,2015,Oct,2.8
660,Anguilla,2015,Nov,6.0
660,Anguilla,2015,Dec,8.3
660,Anguilla,2016,Jan,7.3
660,Anguilla,2016,Feb,8.0
660,Anguilla,2016,Mar,9.7
660,Anguilla,2016,Apr,7.3
660,Anguilla,2016,May,6.5
660,Anguilla,2016,Jun,5.6
660,Anguilla,2016,Jul,9.5
660,Anguilla,2016,Aug,5.3
660,Anguilla,2016,Sep,1.7
660,Anguilla,2016,Oct,3.2
660,Anguilla,2016,Nov,6.6
660,Anguilla,2016,Dec,8.5
660,Anguilla,2017,Jan,7.3
660,Anguilla,2017,Feb,7.9
660,Anguilla,2017,Mar,9.2
660,Anguilla,2017,Apr,9.7
660,Anguilla,2017,May,7.1
660,Anguilla,2017,Jun,6.7
660,Anguilla,2017,Jul,8.1
660,Anguilla,2017,Aug,7.4
660,Anguilla,2017,Sep,0.4
660,Anguilla,2017,Oct,0.6
660,Anguilla,2017,Nov,1.3
660,Anguilla,2017,Dec,2.6
660,Anguilla,2018,Jan,2.8
660,Anguilla,2018,Feb,3.3
660,Anguilla,2018,Mar,4.6
660,Anguilla,2018,Apr,4.0
660,Anguilla,2018,May,4.3
660,Anguilla,2018,Jun,4.4
660,Anguilla,2018,Jul,5.3
660,Anguilla,2018,Aug,6.4
660,Anguilla,2018,Sep,1.8
660,Anguilla,2018,Oct,2.9
660,Anguilla,2018,Nov,5.8
660,Anguilla,2018,Dec,9.1
660,Anguilla,2019,Jan,8.9
660,Anguilla,2019,Feb,9.3
660,Anguilla,2019,Mar,11.9
660,Anguilla,2019,Apr,9.8
660,Anguilla,2019,May,8.2
660,Anguilla,2019,Jun,7.8
660,Anguilla,2019,Jul,8.9
660,Anguilla,2019,Aug,8.9
660,Anguilla,2019,Sep,1.5
660,Anguilla,2019,Oct,2.8
660,Anguilla,2019,Nov,7.6
660,Anguilla,2019,Dec,9.9
660,Anguilla,2020,Jan,9.2
660,Anguilla,2020,Feb,9.8
660,Anguilla,2020,Mar,4.2
660,Anguilla,2020,Apr,0.0
660,Anguilla,2020,May,0.0
660,Anguilla,2020,Jun,0.0
660,Anguilla,2020,Jul,0.0
660,Anguilla,2020,Aug,0.0
660,Anguilla,2020,Sep,0.0
660,Anguilla,2020,Oct,0.1
660,Anguilla,2020,Nov,0.6
660,Anguilla,2020,Dec,1.3
660,Anguilla,2021,Jan,1.0
660,Anguilla,2021,Feb,1.1
660,Anguilla,2021,Mar,2.4
660,Anguilla,2021,Apr,1.3
660,Anguilla,2021,May,0.6
660,Anguilla,2021,Jun,1.9
660,Anguilla,2021,Jul,4.9
660,Anguilla,2021,Aug,2.6
660,Anguilla,2021,Sep,0.4
660,Anguilla,2021,Oct,1.2
660,Anguilla,2021,Nov,4.5
660,Anguilla,2021,Dec,6.4
660,Anguilla,2022,Jan,4.8
660,Anguilla,2022,Feb,6.6
660,Anguilla,2022,Mar,7.5
660,Anguilla,2022,Apr,8.0
660,Anguilla,2022,May,6.6
660,Anguilla,2022,Jun,6.6
660,Anguilla,2022,Jul,7.9
660,Anguilla,2022,Aug,4.8
660,Anguilla,2022,Sep,1.4
660,Anguilla,2022,Oct,3.3
660,Anguilla,2022,Nov,7.2
660,Anguilla,2022,Dec,9.5
660,Anguilla,2023,Jan,10.4
660,Anguilla,2023,Feb,10.4
660,Anguilla,2023,Mar,11.3
660,Anguilla,2023,Apr,10.2
660,Anguilla,2023,May,7.8
660,Anguilla,2023,Jun,7.3
660,Anguilla,2023,Jul,8.0
660,Anguilla,2023,Aug,5.9
660,Anguilla,2023,Sep,1.6
660,Anguilla,2023,Oct,3.0
660,Anguilla,2023,Nov,8.3
660,Anguilla,2023,Dec,11.7
660,Anguilla,2024,Jan,12.1
660,Anguilla,2024,Feb,11.5
660,Anguilla,2024,Mar,13.4
660,Anguilla,2024,Apr,10.1
660,Anguilla,2024,May,10.1
660,Anguilla,2024,Jun,9.2
660,Anguilla,2024,Jul,9.7
660,Anguilla,2024,Aug,7.6
660,Anguilla,2024,Sep,1.8
660,Anguilla,2024,Oct,3.7
660,Anguilla,2024,Nov,9.3
660,Anguilla,2024,Dec,13.2
660,Anguilla,2025,Jan,12.8
660,Anguilla,2025,Feb,11.9
660,Anguilla,2025,Mar,12.8
660,Anguilla,2025,Apr,11.3
660,Anguilla,2025,May,9.7
660,Anguilla,2025,Jun,9.8
28,Antigua & Barbuda,2015,Feb,24.8
28,Antigua & Barbuda,2015,Mar,26.0
28,Antigua & Barbuda,2015,Apr,23.6
28,Antigua & Barbuda,2015,May,18.5
28,Antigua & Barbuda,2015,Jun,16.8
28,Antigua & Barbuda,2015,Jul,21.4
28,Antigua & Barbuda,2015,Aug,16.7
28,Antigua & Barbuda,2015,Sep,12.2
28,Antigua & Barbuda,2015,Oct,16.9
28,Antigua & Barbuda,2015,Nov,21.6
28,Antigua & Barbuda,2015,Dec,28.3
28,Antigua & Barbuda,2016,Jan,26.9
28,Antigua & Barbuda,2016,Feb,27.3
28,Antigua & Barbuda,2016,Mar,30.3
28,Antigua & Barbuda,2016,Apr,24.0
28,Antigua & Barbuda,2016,May,18.8
28,Antigua & Barbuda,2016,Jun,18.2
28,Antigua & Barbuda,2016,Jul,24.5
28,Antigua & Barbuda,2016,Aug,17.3
28,Antigua & Barbuda,2016,Sep,12.8
28,Antigua & Barbuda,2016,Oct,17.1
28,Antigua & Barbuda,2016,Nov,21.3
28,Antigua & Barbuda,2016,Dec,26.6
28,Antigua & Barbuda,2017,Jan,25.5
28,Antigua & Barbuda,2017,Feb,26.6
28,Antigua & Barbuda,2017,Mar,27.0
28,Antigua & Barbuda,2017,Apr,24.1
28,Antigua & Barbuda,2017,May,18.0
28,Antigua & Barbuda,2017,Jun,16.6
28,Antigua & Barbuda,2017,Jul,22.1
28,Antigua & Barbuda,2017,Aug,16.8
28,Antigua & Barbuda,2017,Sep,9.5
28,Antigua & Barbuda,2017,Oct,14.6
28,Antigua & Barbuda,2017,Nov,19.7
28,Antigua & Barbuda,2017,Dec,27.9
28,Antigua & Barbuda,2018,Jan,28.1
28,Antigua & Barbuda,2018,Feb,26.9
28,Antigua & Barbuda,2018,Mar,29.5
28,Antigua & Barbuda,2018,Apr,23.3
28,Antigua & Barbuda,2018,May,20.1
28,Antigua & Barbuda,2018,Jun,19.5
28,Antigua & Barbuda,2018,Jul,23.0
28,Antigua & Barbuda,2018,Aug,17.8
28,Antigua & Barbuda,2018,Sep,11.7
28,Antigua & Barbuda,2018,Oct,16.5
28,Antigua & Barbuda,2018,Nov,22.7
28,Antigua & Barbuda,2018,Dec,29.2
28,Antigua & Barbuda,2019,Jan,30.2
28,Antigua & Barbuda,2019,Feb,29.7
28,Antigua & Barbuda,2019,Mar,30.9
28,Antigua & Barbuda,2019,Apr,27.3
28,Antigua & Barbuda,2019,May,22.2
28,Antigua & Barbuda,2019,Jun,21.2
28,Antigua & Barbuda,2019,Jul,23.0
28,Antigua & Barbuda,2019,Aug,17.7
28,Antigua & Barbuda,2019,Sep,14.1
28,Antigua & Barbuda,2019,Oct,20.0
28,Antigua & Barbuda,2019,Nov,27.0
28,Antigua & Barbuda,2019,Dec,37.8
28,Antigua & Barbuda,2020,Jan,33.5
28,Antigua & Barbuda,2020,Feb,33.4
28,Antigua & Barbuda,2020,Mar,16.5
28,Antigua & Barbuda,2020,Apr,0.0
28,Antigua & Barbuda,2020,May,0.0
28,Antigua & Barbuda,2020,Jun,2.7
28,Antigua & Barbuda,2020,Jul,4.0
28,Antigua & Barbuda,2020,Aug,4.8
28,Antigua & Barbuda,2020,Sep,3.7
28,Antigua & Barbuda,2020,Oct,6.9
28,Antigua & Barbuda,2020,Nov,6.0
28,Antigua & Barbuda,2020,Dec,13.7
28,Antigua & Barbuda,2021,Jan,7.8
28,Antigua & Barbuda,2021,Feb,5.6
28,Antigua & Barbuda,2021,Mar,8.3
28,Antigua & Barbuda,2021,Apr,9.2
28,Antigua & Barbuda,2021,May,11.5
28,Antigua & Barbuda,2021,Jun,14.7
28,Antigua & Barbuda,2021,Jul,23.4
28,Antigua & Barbuda,2021,Aug,18.8
28,Antigua & Barbuda,2021,Sep,11.6
28,Antigua & Barbuda,2021,Oct,14.9
28,Antigua & Barbuda,2021,Nov,19.2
28,Antigua & Barbuda,2021,Dec,24.5
28,Antigua & Barbuda,2022,Jan,18.1
28,Antigua & Barbuda,2022,Feb,21.3
28,Antigua & Barbuda,2022,Mar,25.5
28,Antigua & Barbuda,2022,Apr,25.7
28,Antigua & Barbuda,2022,May,20.0
28,Antigua & Barbuda,2022,Jun,18.8
28,Antigua & Barbuda,2022,Jul,24.7
28,Antigua & Barbuda,2022,Aug,20.1
28,Antigua & Barbuda,2022,Sep,15.5
28,Antigua & Barbuda,2022,Oct,21.5
28,Antigua & Barbuda,2022,Nov,23.3
28,Antigua & Barbuda,2022,Dec,30.7
28,Antigua & Barbuda,2023,Jan,30.4
28,Antigua & Barbuda,2023,Feb,30.3
28,Antigua & Barbuda,2023,Mar,26.9
28,Antigua & Barbuda,2023,Apr,28.3
28,Antigua & Barbuda,2023,May,20.3
28,Antigua & Barbuda,2023,Jun,18.0
28,Antigua & Barbuda,2023,Jul,22.0
28,Antigua & Barbuda,2023,Aug,20.0
28,Antigua & Barbuda,2023,Sep,12.1
28,Antigua & Barbuda,2023,Oct,16.7
28,Antigua & Barbuda,2023,Nov,24.2
28,Antigua & Barbuda,2023,Dec,32.5
28,Antigua & Barbuda,2024,Jan,30.7
28,Antigua & Barbuda,2024,Feb,31.3
28,Antigua & Barbuda,2024,Mar,35.3
28,Antigua & Barbuda,2024,Apr,28.8
28,Antigua & Barbuda,2024,May,24.9
28,Antigua & Barbuda,2024,Jun,25.6
28,Antigua & Barbuda,2024,Jul,28.3
28,Antigua & Barbuda,2024,Aug,24.3
28,Antigua & Barbuda,2024,Sep,13.0
28,Antigua & Barbuda,2024,Oct,20.2
28,Antigua & Barbuda,2024,Nov,29.2
28,Antigua & Barbuda,2024,Dec,38.6
28,Antigua & Barbuda,2025,Jan,34.3
28,Antigua & Barbuda,2025,Feb,34.1
28,Antigua & Barbuda,2025,Mar,35.4
28,Antigua & Barbuda,2025,Apr,28.9
28,Antigua & Barbuda,2025,May,23.6
28,Antigua & Barbuda,2025,Jun,23.4
28,Antigua & Barbuda,2025,Jul,26.2
32,Argentina,2015,Feb,765.3
32,Argentina,2015,Mar,576.7
32,Argentina,2015,Apr,529.1
32,Argentina,2015,May,447.5
32,Argentina,2015,Jun,402.9
32,Argentina,2015,Jul,540.1
32,Argentina,2015,Aug,457.5
32,Argentina,2015,Sep,471.0
32,Argentina,2015,Oct,508.5
32,Argentina,2015,Nov,550.2
32,Argentina,2015,Dec,725.3
32,Argentina,2016,Jan,800.0
32,Argentina,2016,Feb,736.0
32,Argentina,2016,Mar,607.2
32,Argentina,2016,Apr,445.6
32,Argentina,2016,May,414.1
32,Argentina,2016,Jun,374.0
32,Argentina,2016,Jul,542.6
32,Argentina,2016,Aug,463.3
32,Argentina,2016,Sep,475.5
32,Argentina,2016,Oct,526.8
32,Argentina,2016,Nov,554.3
32,Argentina,2016,Dec,728.9
32,Argentina,2017,Jan,777.2
32,Argentina,2017,Feb,689.0
32,Argentina,2017,Mar,550.1
32,Argentina,2017,Apr,522.0
32,Argentina,2017,May,417.0
32,Argentina,2017,Jun,378.9
32,Argentina,2017,Jul,548.4
32,Argentina,2017,Aug,461.3
32,Argentina,2017,Sep,494.5
32,Argentina,2017,Oct,543.5
32,Argentina,2017,Nov,561.0
32,Argentina,2017,Dec,768.4
32,Argentina,2018,Jan,809.2
32,Argentina,2018,Feb,696.3
32,Argentina,2018,Mar,595.5
32,Argentina,2018,Apr,500.0
32,Argentina,2018,May,435.7
32,Argentina,2018,Jun,369.3
32,Argentina,2018,Jul,553.6
32,Argentina,2018,Aug,471.3
32,Argentina,2018,Sep,546.0
32,Argentina,2018,Oct,550.7
32,Argentina,2018,Nov,625.9
32,Argentina,2018,Dec,788.2
32,Argentina,2019,Jan,880.8
32,Argentina,2019,Feb,725.4
32,Argentina,2019,Mar,640.9
32,Argentina,2019,Apr,582.1
32,Argentina,2019,May,464.6
32,Argentina,2019,Jun,431.5
32,Argentina,2019,Jul,607.8
32,Argentina,2019,Aug,501.0
32,Argentina,2019,Sep,579.3
32,Argentina,2019,Oct,546.9
32,Argentina,2019,Nov,620.4
32,Argentina,2019,Dec,818.5
32,Argentina,2020,Jan,895.5
32,Argentina,2020,Feb,820.0
32,Argentina,2020,Mar,331.5
32,Argentina,2020,Apr,0.0
32,Argentina,2020,May,0.0
32,Argentina,2020,Jun,0.0
32,Argentina,2020,Jul,1.3
32,Argentina,2020,Aug,3.4
32,Argentina,2020,Sep,4.3
32,Argentina,2020,Oct,5.0
32,Argentina,2020,Nov,9.7
32,Argentina,2020,Dec,18.8
32,Argentina,2021,Jan,22.8
32,Argentina,2021,Feb,12.7
32,Argentina,2021,Mar,14.3
32,Argentina,2021,Apr,10.8
32,Argentina,2021,May,7.6
32,Argentina,2021,Jun,6.1
32,Argentina,2021,Jul,4.8
32,Argentina,2021,Aug,4.3
32,Argentina,2021,Sep,4.8
32,Argentina,2021,Oct,20.8
32,Argentina,2021,Nov,73.5
32,Argentina,2021,Dec,115.0
32,Argentina,2022,Jan,176.5
32,Argentina,2022,Feb,150.6
32,Argentina,2022,Mar,212.0
32,Argentina,2022,Apr,302.0
32,Argentina,2022,May,276.3
32,Argentina,2022,Jun,249.3
32,Argentina,2022,Jul,388.9
32,Argentina,2022,Aug,356.2
32,Argentina,2022,Sep,386.0
32,Argentina,2022,Oct,424.7
32,Argentina,2022,Nov,483.2
32,Argentina,2022,Dec,484.0
32,Argentina,2023,Jan,728.4
32,Argentina,2023,Feb,682.0
32,Argentina,2023,Mar,565.5
32,Argentina,2023,Apr,619.7
32,Argentina,2023,May,510.6
32,Argentina,2023,Jun,443.9
32,Argentina,2023,Jul,652.8
32,Argentina,2023,Aug,540.4
32,Argentina,2023,Sep,572.9
32,Argentina,2023,Oct,625.4
32,Argentina,2023,Nov,667.1
32,Argentina,2023,Dec,676.9
32,Argentina,2024,Jan,898.3
32,Argentina,2024,Feb,757.2
32,Argentina,2024,Mar,673.2
32,Argentina,2024,Apr,469.6
32,Argentina,2024,May,372.3
32,Argentina,2024,Jun,351.2
32,Argentina,2024,Jul,531.4
32,Argentina,2024,Aug,455.4
32,Argentina,2024,Sep,484.9
32,Argentina,2024,Oct,444.0
32,Argentina,2024,Nov,547.3
32,Argentina,2024,Dec,619.2
32,Argentina,2025,Jan,720.6
32,Argentina,2025,Feb,528.3
32,Argentina,2025,Mar,515.0
32,Argentina,2025,Apr,445.1
32,Argentina,2025,May,331.9
32,Argentina,2025,Jun,334.1
32,Argentina,2025,Jul,447.2
32,Argentina,2025,Aug,418.5
533,Aruba,2015,Feb,90.0
533,Aruba,2015,Mar,103.5
533,Aruba,2015,Apr,99.6
533,Aruba,2015,May,87.7
